Points:0, Points:1, Points:2, scalars
0.15901E+04, -0.38284E+02, -0.98865E+03, 1
0.15906E+04, -0.42034E+02, -0.10030E+04, 1
0.15073E+04, 0.48984E+03, -0.10827E+04, 1
0.14609E+04, 0.39100E+03, -0.96418E+03, 1
0.14644E+04, 0.18556E+03, -0.96001E+03, 1
0.14635E+04, 0.19674E+03, -0.96228E+03, 1
0.14578E+04, 0.20122E+03, -0.96544E+03, 1
0.15770E+04, -0.13962E+02, -0.96542E+03, 1
0.15683E+04, 0.17107E+01, -0.95953E+03, 1
0.15556E+04, 0.21263E+02, -0.96505E+03, 1
0.14582E+04, 0.19916E+03, -0.95959E+03, 1
0.15337E+04, 0.57981E+02, -0.96200E+03, 1
0.15097E+04, 0.48442E+03, -0.11205E+04, 1
0.14438E+04, 0.23229E+03, -0.96238E+03, 1
0.15072E+04, 0.48980E+03, -0.11003E+04, 1
0.15312E+04, 0.72438E+02, -0.96022E+03, 1
0.14260E+04, 0.26419E+03, -0.96199E+03, 1
0.14682E+04, 0.18770E+03, -0.96133E+03, 1
0.14226E+04, 0.27037E+03, -0.96205E+03, 1
0.14751E+04, 0.37171E+03, -0.96538E+03, 1
